189578, 117
48029, 90
31731367, 89
447039, 90
447039, 84
1070, 88
276340, 86
276340, 88
276340, 100
30376, 84
3645095, 86
3645095, 86
7571439, 84
1680347, 89
6340891, 85
32847337, 87
32847337, 88
32847337, 92
32847337, 88
3988332, 86
1070, 85
233433, 89
6340891, 87
6340891, 85
361020, 84
3328228, 88
3328228, 86
3328228, 88
134594036, 88
21079844, 88
21079844, 92
1907246, 86
29145131, 88
1565638, 94
21079844, 88
21079844, 85
21079844, 85
21079844, 105
369776, 89
374575, 102
374575, 95
3989252, 86
3989252, 87
100848918, 87
6340891, 87
6340891, 83
6340891, 87
1907246, 88
15411242, 93
15411242, 94
15411242, 89
21079844, 86
30376, 88
361020, 88
361020, 88
361020, 91
361020, 88
233433, 87
48029, 87
4803355, 86
48029, 87
48029, 85
3328228, 83
4803355, 100
4803355, 91
4803355, 89
3328228, 87
24859223, 88
24859223, 84
357957, 86
4722032, 93
4896738, 97
21079844, 87
21079844, 87
21079844, 89
21079844, 85
1070, 89
189578, 88
266998322, 85
53608445, 84
53608445, 92
1565638, 88
316458, 88
316458, 88
316458, 87
276340, 83
316458, 90
316458, 89
134594036, 91
233433, 88
16357414, 86
7097388, 90
7097388, 87
7097388, 86
7097388, 97
233433, 101
63717971, 87
8833274, 86
3006587, 86
3006587, 88
7375148, 88
3006587, 86
3006587, 87
3006587, 87
7571439, 86
6340891, 89
6340891, 83
736951, 85
24859223, 84
4803355, 85
316458, 84
316458, 87
316458, 85
316458, 86
6340891, 87
7571439, 88
8480241, 94
189578, 85
189578, 87
369776, 87
5996338, 88
5996338, 88
5996338, 85
3022187, 88
107338689, 87
107338689, 90
9362428, 88
3645095, 88
266998322, 88
1182883, 88
1182883, 89
1182883, 87
1182883, 85
63717971, 85
7375148, 101
134594036, 89
7287342, 95
7287342, 93
1698635, 88
3639169, 93
3639169, 92
3639169, 91
8249, 86
100848918, 92
100848918, 88
184225, 87
1073335, 99
374575, 88
2579609, 87
2579609, 85
2579609, 88
2579609, 83
1565638, 87
63717971, 92
3645095, 87
31731367, 90
31731367, 90
3989252, 83
3006587, 90
3006587, 86
3006587, 86
16383873, 86
15411242, 87
15411242, 82
4803355, 89
61881622, 104
7348242, 84
447039, 83
447039, 87
447039, 84
447039, 87
9362428, 87
70068919, 86
3989252, 87
447039, 90
447039, 88
3328228, 88
7097388, 87
7097388, 84
7097388, 87
266998322, 90
16383873, 87
16383873, 89
1565638, 85
316458, 91
6340891, 90
134594036, 88
134594036, 87
134594036, 89
134594036, 88
64035243, 88
2501302, 88
3988332, 83
3162856, 91
3162856, 92
1182883, 109
1930662, 83
1930662, 84
1930662, 87
184225, 91
3907506, 88
3907506, 87
374575, 86
276340, 83
1182883, 87
8249, 88
8249, 87
8249, 92
8249, 90
3157852, 87
357957, 86
361020, 88
2501302, 88
2501302, 86
1907246, 86
6340891, 85
6340891, 86
6340891, 88
44135, 89
2579609, 106
2579609, 88
3645095, 87
64035243, 87
7097388, 89
276340, 88
276340, 88
276340, 84
276340, 85
2177342, 86
673504000, 88
447039, 85
1182883, 112
1182883, 86
8652407, 88
266998322, 87
266998322, 89
266998322, 86
24859223, 87
189578, 84
189578, 86
736951, 83
7287342, 87
1565638, 85
1698635, 85
1698635, 86
1698635, 87
1698635, 88
64035243, 87
7348242, 88
316458, 88
15411242, 84
15411242, 87
61881622, 87
3907506, 83
3907506, 87
3907506, 83
15411242, 85
5996338, 90
5996338, 108
29145131, 87
361020, 87
8833274, 85
374575, 88
374575, 87
374575, 88
374575, 88
63717971, 88
9362428, 85
7375148, 87
49007, 88
49007, 88
3328228, 89
32847337, 84
32847337, 85
32847337, 85
369776, 87
361020, 88
361020, 88
15411242, 87
100848918, 85
369776, 87
276340, 88
276340, 83
276340, 91
276340, 87
3639169, 86
8684197, 85
7375148, 84
1907246, 86
1907246, 84
266998322, 90
15411242, 91
15411242, 88
15411242, 92
49007, 87
3907506, 87
3907506, 87
16357414, 87
1070, 87
316458, 84
3645095, 87
3645095, 85
3645095, 86
3645095, 87
3162856, 88
9362428, 88
16357414, 85
184225, 87
184225, 87
7571439, 89
357957, 88
357957, 84
357957, 88
2501302, 86
7571439, 87
7571439, 88
1070, 84
276340, 88
10074283, 94
70068919, 90
70068919, 121
70068919, 84
70068919, 84
6340891, 87
3328228, 88
1565638, 88
7375148, 84
7375148, 87
369776, 88
7097388, 86
7097388, 90
7097388, 87
44135, 86
134594036, 99
134594036, 89
24859223, 86
15411242, 89
189578, 94
3639169, 87
3639169, 86
3639169, 87
3639169, 87
64035243, 84
3907506, 86
369776, 83
49007, 88
49007, 86
447039, 86
24859223, 86
24859223, 87
24859223, 88
2579609, 87
16357414, 86
16357414, 83
10382487, 85
48029, 91
673504000, 87
31731367, 85
31731367, 87
31731367, 88
31731367, 88
3162856, 85
2501302, 86
21079844, 88
3162856, 85
3162856, 87
5996338, 85
4896738, 85
4896738, 87
4896738, 86
63717971, 84
16383873, 83
16383873, 83
369776, 84
1182883, 87
4803355, 107
369776, 83
369776, 88
369776, 87
369776, 87
9362428, 87
5996338, 87
61881622, 88
3022187, 87
3022187, 88
1698635, 84
3006587, 87
3006587, 87
3006587, 87
4722032, 86
3645095, 83
3645095, 86
2501302, 84
21079844, 88
134594036, 85
4722032, 102
4722032, 89
4722032, 88
4722032, 87
63717971, 87
24859223, 83
2177342, 88
7571439, 85
7571439, 91
61881622, 85
736951, 87
736951, 86
736951, 87
100848918, 87
276340, 98
276340, 90
6340891, 88
3645095, 84
1907246, 87
6340891, 86
6340891, 86
6340891, 83
6340891, 83
3907506, 88
31731367, 85
3639169, 88
662818, 86
662818, 86
8249, 111
1907246, 87
1907246, 88
1907246, 84
1070, 85
3006587, 86
3006587, 87
233433, 84
3022187, 87
4896738, 85
31731367, 87
31731367, 82
31731367, 85
31731367, 88
1698635, 85
100848918, 85
447039, 85
3988332, 87
3988332, 104
2386094, 84
8684197, 85
8684197, 84
8684197, 86
15411242, 88
64035243, 88
64035243, 106
31731367, 87
4477021, 82
13020316, 88
3162856, 85
3162856, 83
3162856, 84
3162856, 85
4477021, 88
3328228, 88
29145131, 88
4803355, 84
4803355, 84
736951, 89
266998322, 100
266998322, 88
266998322, 88
736951, 84
32847337, 87
32847337, 94
7375148, 94
107338689, 92
3989252, 87
9362428, 103
9362428, 84
9362428, 86
9362428, 85
2501302, 86
53608445, 84
374575, 84
266998322, 93
266998322, 88
64035243, 87
7571439, 88
7571439, 86
7571439, 88
7348242, 83
7348242, 102
7348242, 84
2579609, 86
2579609, 86
662818, 83
53608445, 83
53608445, 83
53608445, 85
53608445, 87
2501302, 85
10074283, 85
1698635, 86
15411242, 88
